document_id,customer_id,document_type,date,source,risk_theme,text
DOC-CUST-0010-00037,CUST-0010,renewal_risk_note,2026-02-28,synthetic_demo_generator,stable_growth,Renewal risk note for Atlas Group 1009: account health score is 87.3. Risk theme is stable_growth; the account team should validate evidence before committing action.
DOC-CUST-0010-00038,CUST-0010,contract_note,2026-03-13,synthetic_demo_generator,stable_growth,Contract note for Atlas Group 1009: annual contract value is 13380. Payment delay is 2 days and tenure is 70 months.
DOC-CUST-0010-00039,CUST-0010,customer_success_call_note,2026-04-05,synthetic_demo_generator,stable_growth,"Customer-success call note for Atlas Group 1009: stakeholder feedback shows NPS 21.0. The team discussed adoption blockers, executive alignment, and renewal confidence."
DOC-CUST-0010-00040,CUST-0010,support_ticket_summary,2026-03-09,synthetic_demo_generator,stable_growth,Support summary for Atlas Group 1009: 2 unresolved tickets remain open. The main theme is stable_growth. Customer sentiment should be monitored before renewal.
DOC-CUST-0011-00041,CUST-0011,renewal_risk_note,2026-05-15,synthetic_demo_generator,stable_growth,Renewal risk note for Vertex Systems 1010: account health score is 82.8. Risk theme is stable_growth; the account team should validate evidence before committing action.
DOC-CUST-0011-00042,CUST-0011,customer_success_call_note,2026-05-02,synthetic_demo_generator,stable_growth,"Customer-success call note for Vertex Systems 1010: stakeholder feedback shows NPS 23.0. The team discussed adoption blockers, executive alignment, and renewal confidence."
DOC-CUST-0011-00043,CUST-0011,contract_note,2026-05-18,synthetic_demo_generator,stable_growth,Contract note for Vertex Systems 1010: annual contract value is 25352. Payment delay is 3 days and tenure is 19 months.
DOC-CUST-0011-00044,CUST-0011,retention_playbook,2026-04-09,synthetic_demo_generator,stable_growth,"Retention playbook for stable_growth: recommended motions include executive check-in, support review, adoption coaching, and a commercially justified renewal incentive."
DOC-CUST-0012-00045,CUST-0012,renewal_risk_note,2026-03-24,synthetic_demo_generator,support_escalation,Renewal risk note for Atlas Works 1011: account health score is 74.1. Risk theme is support_escalation; the account team should validate evidence before committing action.
DOC-CUST-0012-00046,CUST-0012,onboarding_note,2026-03-17,synthetic_demo_generator,support_escalation,Onboarding note for Atlas Works 1011: onboarding completed is True. Low completion can reduce time-to-value and increase churn risk.
DOC-CUST-0012-00047,CUST-0012,retention_playbook,2026-03-25,synthetic_demo_generator,support_escalation,"Retention playbook for support_escalation: recommended motions include executive check-in, support review, adoption coaching, and a commercially justified renewal incentive."
DOC-CUST-0012-00048,CUST-0012,product_usage_summary,2026-03-27,synthetic_demo_generator,support_escalation,Product usage summary for Atlas Works 1011: usage score is 72.3 and last login was 6 days ago. Adoption trend is linked to renewal health.
DOC-CUST-0013-00049,CUST-0013,renewal_risk_note,2026-04-10,synthetic_demo_generator,usage_decline,Renewal risk note for Atlas Works 1012: account health score is 65.7. Risk theme is usage_decline; the account team should validate evidence before committing action.
DOC-CUST-0013-00050,CUST-0013,pricing_policy_note,2026-02-04,synthetic_demo_generator,usage_decline,Pricing note for Atlas Works 1012: contract type is monthly with monthly revenue of 1315.17. Discount approval requires evidence of retention risk.
DOC-CUST-0013-00051,CUST-0013,support_ticket_summary,2026-05-06,synthetic_demo_generator,usage_decline,Support summary for Atlas Works 1012: 0 unresolved tickets remain open. The main theme is usage_decline. Customer sentiment should be monitored before renewal.
DOC-CUST-0013-00052,CUST-0013,onboarding_note,2026-04-29,synthetic_demo_generator,usage_decline,Onboarding note for Atlas Works 1012: onboarding completed is True. Low completion can reduce time-to-value and increase churn risk.
DOC-CUST-0014-00053,CUST-0014,renewal_risk_note,2026-02-19,synthetic_demo_generator,stable_growth,Renewal risk note for Vertex Works 1013: account health score is 71.9. Risk theme is stable_growth; the account team should validate evidence before committing action.
DOC-CUST-0014-00054,CUST-0014,support_ticket_summary,2026-04-28,synthetic_demo_generator,stable_growth,Support summary for Vertex Works 1013: 2 unresolved tickets remain open. The main theme is stable_growth. Customer sentiment should be monitored before renewal.
DOC-CUST-0014-00055,CUST-0014,product_usage_summary,2026-02-11,synthetic_demo_generator,stable_growth,Product usage summary for Vertex Works 1013: usage score is 70.8 and last login was 24 days ago. Adoption trend is linked to renewal health.
DOC-CUST-0014-00056,CUST-0014,pricing_policy_note,2026-04-27,synthetic_demo_generator,stable_growth,Pricing note for Vertex Works 1013: contract type is annual with monthly revenue of 2487.75. Discount approval requires evidence of retention risk.
DOC-CUST-0015-00057,CUST-0015,renewal_risk_note,2026-03-13,synthetic_demo_generator,stable_growth,Renewal risk note for Atlas Digital 1014: account health score is 71.4. Risk theme is stable_growth; the account team should validate evidence before committing action.
DOC-CUST-0015-00058,CUST-0015,retention_playbook,2026-04-13,synthetic_demo_generator,stable_growth,"Retention playbook for stable_growth: recommended motions include executive check-in, support review, adoption coaching, and a commercially justified renewal incentive."
DOC-CUST-0015-00059,CUST-0015,contract_note,2026-04-13,synthetic_demo_generator,stable_growth,Contract note for Atlas Digital 1014: annual contract value is 34764. Payment delay is 17 days and tenure is 64 months.
DOC-CUST-0015-00060,CUST-0015,support_ticket_summary,2026-04-12,synthetic_demo_generator,stable_growth,Support summary for Atlas Digital 1014: 0 unresolved tickets remain open. The main theme is stable_growth. Customer sentiment should be monitored before renewal.
DOC-CUST-0016-00061,CUST-0016,renewal_risk_note,2026-03-01,synthetic_demo_generator,support_escalation,Renewal risk note for Pioneer Digital 1015: account health score is 82.3. Risk theme is support_escalation; the account team should validate evidence before committing action.
DOC-CUST-0016-00062,CUST-0016,product_usage_summary,2026-03-07,synthetic_demo_generator,support_escalation,Product usage summary for Pioneer Digital 1015: usage score is 93.3 and last login was 3 days ago. Adoption trend is linked to renewal health.
DOC-CUST-0016-00063,CUST-0016,pricing_policy_note,2026-03-10,synthetic_demo_generator,support_escalation,Pricing note for Pioneer Digital 1015: contract type is annual with monthly revenue of 3002.83. Discount approval requires evidence of retention risk.
DOC-CUST-0016-00064,CUST-0016,contract_note,2026-04-07,synthetic_demo_generator,support_escalation,Contract note for Pioneer Digital 1015: annual contract value is 36034. Payment delay is 9 days and tenure is 9 months.
DOC-CUST-0017-00065,CUST-0017,renewal_risk_note,2026-03-10,synthetic_demo_generator,support_escalation,Renewal risk note for Northstar Partners 1016: account health score is 61.3. Risk theme is support_escalation; the account team should validate evidence before committing action.
DOC-CUST-0017-00066,CUST-0017,product_usage_summary,2026-04-03,synthetic_demo_generator,support_escalation,Product usage summary for Northstar Partners 1016: usage score is 81.6 and last login was 15 days ago. Adoption trend is linked to renewal health.
DOC-CUST-0017-00067,CUST-0017,retention_playbook,2026-04-08,synthetic_demo_generator,support_escalation,"Retention playbook for support_escalation: recommended motions include executive check-in, support review, adoption coaching, and a commercially justified renewal incentive."
DOC-CUST-0017-00068,CUST-0017,contract_note,2026-05-12,synthetic_demo_generator,support_escalation,Contract note for Northstar Partners 1016: annual contract value is 10675. Payment delay is 26 days and tenure is 18 months.
DOC-CUST-0018-00069,CUST-0018,renewal_risk_note,2026-02-06,synthetic_demo_generator,stable_growth,Renewal risk note for Pioneer Partners 1017: account health score is 81.6. Risk theme is stable_growth; the account team should validate evidence before committing action.
DOC-CUST-0018-00070,CUST-0018,customer_success_call_note,2026-05-21,synthetic_demo_generator,stable_growth,"Customer-success call note for Pioneer Partners 1017: stakeholder feedback shows NPS 56.0. The team discussed adoption blockers, executive alignment, and renewal confidence."
DOC-CUST-0018-00071,CUST-0018,onboarding_note,2026-04-21,synthetic_demo_generator,stable_growth,Onboarding note for Pioneer Partners 1017: onboarding completed is True. Low completion can reduce time-to-value and increase churn risk.
DOC-CUST-0018-00072,CUST-0018,pricing_policy_note,2026-05-17,synthetic_demo_generator,stable_growth,Pricing note for Pioneer Partners 1017: contract type is annual with monthly revenue of 4078.08. Discount approval requires evidence of retention risk.
DOC-CUST-0019-00073,CUST-0019,renewal_risk_note,2026-04-30,synthetic_demo_generator,usage_decline,Renewal risk note for Harbour Group 1018: account health score is 50.9. Risk theme is usage_decline; the account team should validate evidence before committing action.
DOC-CUST-0019-00074,CUST-0019,customer_success_call_note,2026-03-02,synthetic_demo_generator,usage_decline,"Customer-success call note for Harbour Group 1018: stakeholder feedback shows NPS 9.0. The team discussed adoption blockers, executive alignment, and renewal confidence."
DOC-CUST-0019-00075,CUST-0019,pricing_policy_note,2026-02-05,synthetic_demo_generator,usage_decline,Pricing note for Harbour Group 1018: contract type is annual with monthly revenue of 1280.42. Discount approval requires evidence of retention risk.
DOC-CUST-0019-00076,CUST-0019,onboarding_note,2026-04-30,synthetic_demo_generator,usage_decline,Onboarding note for Harbour Group 1018: onboarding completed is True. Low completion can reduce time-to-value and increase churn risk.
DOC-CUST-0020-00077,CUST-0020,renewal_risk_note,2026-05-22,synthetic_demo_generator,stable_growth,Renewal risk note for Harbour Works 1019: account health score is 69.3. Risk theme is stable_growth; the account team should validate evidence before committing action.
DOC-CUST-0020-00078,CUST-0020,retention_playbook,2026-05-20,synthetic_demo_generator,stable_growth,"Retention playbook for stable_growth: recommended motions include executive check-in, support review, adoption coaching, and a commercially justified renewal incentive."
DOC-CUST-0020-00079,CUST-0020,onboarding_note,2026-04-08,synthetic_demo_generator,stable_growth,Onboarding note for Harbour Works 1019: onboarding completed is True. Low completion can reduce time-to-value and increase churn risk.
DOC-CUST-0020-00080,CUST-0020,customer_success_call_note,2026-02-13,synthetic_demo_generator,stable_growth,"Customer-success call note for Harbour Works 1019: stakeholder feedback shows NPS 26.0. The team discussed adoption blockers, executive alignment, and renewal confidence."
DOC-CUST-0021-00081,CUST-0021,renewal_risk_note,2026-03-24,synthetic_demo_generator,support_escalation,Renewal risk note for Vertex Group 1020: account health score is 77.3. Risk theme is support_escalation; the account team should validate evidence before committing action.
DOC-CUST-0021-00082,CUST-0021,pricing_policy_note,2026-03-27,synthetic_demo_generator,support_escalation,Pricing note for Vertex Group 1020: contract type is multi-year with monthly revenue of 2225.33. Discount approval requires evidence of retention risk.
DOC-CUST-0021-00083,CUST-0021,support_ticket_summary,2026-05-10,synthetic_demo_generator,support_escalation,Support summary for Vertex Group 1020: 5 unresolved tickets remain open. The main theme is support_escalation. Customer sentiment should be monitored before renewal.
DOC-CUST-0021-00084,CUST-0021,contract_note,2026-04-06,synthetic_demo_generator,support_escalation,Contract note for Vertex Group 1020: annual contract value is 26704. Payment delay is 11 days and tenure is 24 months.
DOC-CUST-0022-00085,CUST-0022,renewal_risk_note,2026-04-25,synthetic_demo_generator,relationship_health,Renewal risk note for Harbour Partners 1021: account health score is 84.6. Risk theme is relationship_health; the account team should validate evidence before committing action.
DOC-CUST-0022-00086,CUST-0022,contract_note,2026-03-18,synthetic_demo_generator,relationship_health,Contract note for Harbour Partners 1021: annual contract value is 10265. Payment delay is 4 days and tenure is 56 months.
DOC-CUST-0022-00087,CUST-0022,support_ticket_summary,2026-05-15,synthetic_demo_generator,relationship_health,Support summary for Harbour Partners 1021: 1 unresolved tickets remain open. The main theme is relationship_health. Customer sentiment should be monitored before renewal.
DOC-CUST-0022-00088,CUST-0022,onboarding_note,2026-03-23,synthetic_demo_generator,relationship_health,Onboarding note for Harbour Partners 1021: onboarding completed is True. Low completion can reduce time-to-value and increase churn risk.
DOC-CUST-0023-00089,CUST-0023,support_ticket_summary,2026-05-27,synthetic_demo_generator,stable_growth,Support summary for Vertex Systems 1022: 1 unresolved tickets remain open. The main theme is stable_growth. Customer sentiment should be monitored before renewal.
DOC-CUST-0023-00090,CUST-0023,contract_note,2026-05-10,synthetic_demo_generator,stable_growth,Contract note for Vertex Systems 1022: annual contract value is 21561. Payment delay is 2 days and tenure is 23 months.
DOC-CUST-0023-00091,CUST-0023,retention_playbook,2026-04-03,synthetic_demo_generator,stable_growth,"Retention playbook for stable_growth: recommended motions include executive check-in, support review, adoption coaching, and a commercially justified renewal incentive."
DOC-CUST-0023-00092,CUST-0023,renewal_risk_note,2026-05-09,synthetic_demo_generator,stable_growth,Renewal risk note for Vertex Systems 1022: account health score is 88.1. Risk theme is stable_growth; the account team should validate evidence before committing action.
DOC-CUST-0024-00093,CUST-0024,renewal_risk_note,2026-02-26,synthetic_demo_generator,usage_decline,Renewal risk note for Vertex Systems 1023: account health score is 48.1. Risk theme is usage_decline; the account team should validate evidence before committing action.
DOC-CUST-0024-00094,CUST-0024,retention_playbook,2026-05-11,synthetic_demo_generator,usage_decline,"Retention playbook for usage_decline: recommended motions include executive check-in, support review, adoption coaching, and a commercially justified renewal incentive."
DOC-CUST-0024-00095,CUST-0024,onboarding_note,2026-04-26,synthetic_demo_generator,usage_decline,Onboarding note for Vertex Systems 1023: onboarding completed is True. Low completion can reduce time-to-value and increase churn risk.
DOC-CUST-0024-00096,CUST-0024,customer_success_call_note,2026-02-10,synthetic_demo_generator,usage_decline,"Customer-success call note for Vertex Systems 1023: stakeholder feedback shows NPS -18.0. The team discussed adoption blockers, executive alignment, and renewal confidence."
DOC-CUST-0025-00097,CUST-0025,renewal_risk_note,2026-05-29,synthetic_demo_generator,stable_growth,Renewal risk note for Pioneer Analytics 1024: account health score is 76.7. Risk theme is stable_growth; the account team should validate evidence before committing action.
DOC-CUST-0025-00098,CUST-0025,contract_note,2026-05-13,synthetic_demo_generator,stable_growth,Contract note for Pioneer Analytics 1024: annual contract value is 41319. Payment delay is 2 days and tenure is 56 months.
DOC-CUST-0025-00099,CUST-0025,retention_playbook,2026-02-06,synthetic_demo_generator,stable_growth,"Retention playbook for stable_growth: recommended motions include executive check-in, support review, adoption coaching, and a commercially justified renewal incentive."
DOC-CUST-0025-00100,CUST-0025,product_usage_summary,2026-04-12,synthetic_demo_generator,stable_growth,Product usage summary for Pioneer Analytics 1024: usage score is 72.4 and last login was 19 days ago. Adoption trend is linked to renewal health.
DOC-CUST-0026-00101,CUST-0026,renewal_risk_note,2026-03-13,synthetic_demo_generator,support_escalation,Renewal risk note for Bright Works 1025: account health score is 71.9. Risk theme is support_escalation; the account team should validate evidence before committing action.
DOC-CUST-0026-00102,CUST-0026,product_usage_summary,2026-04-03,synthetic_demo_generator,support_escalation,Product usage summary for Bright Works 1025: usage score is 85.3 and last login was 24 days ago. Adoption trend is linked to renewal health.
DOC-CUST-0026-00103,CUST-0026,support_ticket_summary,2026-04-09,synthetic_demo_generator,support_escalation,Support summary for Bright Works 1025: 3 unresolved tickets remain open. The main theme is support_escalation. Customer sentiment should be monitored before renewal.
DOC-CUST-0026-00104,CUST-0026,pricing_policy_note,2026-02-09,synthetic_demo_generator,support_escalation,Pricing note for Bright Works 1025: contract type is annual with monthly revenue of 2031.25. Discount approval requires evidence of retention risk.
DOC-CUST-0027-00105,CUST-0027,product_usage_summary,2026-04-22,synthetic_demo_generator,support_escalation,Product usage summary for Civic Cloud 1026: usage score is 37.1 and last login was 12 days ago. Adoption trend is linked to renewal health.
DOC-CUST-0027-00106,CUST-0027,retention_playbook,2026-03-28,synthetic_demo_generator,support_escalation,"Retention playbook for support_escalation: recommended motions include executive check-in, support review, adoption coaching, and a commercially justified renewal incentive."
DOC-CUST-0027-00107,CUST-0027,support_ticket_summary,2026-03-31,synthetic_demo_generator,support_escalation,Support summary for Civic Cloud 1026: 3 unresolved tickets remain open. The main theme is support_escalation. Customer sentiment should be monitored before renewal.
DOC-CUST-0027-00108,CUST-0027,renewal_risk_note,2026-02-19,synthetic_demo_generator,support_escalation,Renewal risk note for Civic Cloud 1026: account health score is 62.2. Risk theme is support_escalation; the account team should validate evidence before committing action.
DOC-CUST-0028-00109,CUST-0028,support_ticket_summary,2026-03-28,synthetic_demo_generator,stable_growth,Support summary for Atlas Analytics 1027: 0 unresolved tickets remain open. The main theme is stable_growth. Customer sentiment should be monitored before renewal.
DOC-CUST-0028-00110,CUST-0028,customer_success_call_note,2026-05-15,synthetic_demo_generator,stable_growth,"Customer-success call note for Atlas Analytics 1027: stakeholder feedback shows NPS 11.0. The team discussed adoption blockers, executive alignment, and renewal confidence."
DOC-CUST-0028-00111,CUST-0028,pricing_policy_note,2026-04-26,synthetic_demo_generator,stable_growth,Pricing note for Atlas Analytics 1027: contract type is annual with monthly revenue of 4538.50. Discount approval requires evidence of retention risk.
DOC-CUST-0028-00112,CUST-0028,renewal_risk_note,2026-03-27,synthetic_demo_generator,stable_growth,Renewal risk note for Atlas Analytics 1027: account health score is 77.7. Risk theme is stable_growth; the account team should validate evidence before committing action.
DOC-CUST-0029-00113,CUST-0029,renewal_risk_note,2026-03-14,synthetic_demo_generator,onboarding_gap,Renewal risk note for Civic Works 1028: account health score is 59.6. Risk theme is onboarding_gap; the account team should validate evidence before committing action.
DOC-CUST-0029-00114,CUST-0029,contract_note,2026-03-06,synthetic_demo_generator,onboarding_gap,Contract note for Civic Works 1028: annual contract value is 22479. Payment delay is 7 days and tenure is 45 months.
DOC-CUST-0029-00115,CUST-0029,onboarding_note,2026-03-06,synthetic_demo_generator,onboarding_gap,Onboarding note for Civic Works 1028: onboarding completed is False. Low completion can reduce time-to-value and increase churn risk.
DOC-CUST-0029-00116,CUST-0029,customer_success_call_note,2026-02-09,synthetic_demo_generator,onboarding_gap,"Customer-success call note for Civic Works 1028: stakeholder feedback shows NPS 11.0. The team discussed adoption blockers, executive alignment, and renewal confidence."
DOC-CUST-0030-00117,CUST-0030,renewal_risk_note,2026-05-03,synthetic_demo_generator,stable_growth,Renewal risk note for Civic Labs 1029: account health score is 71.7. Risk theme is stable_growth; the account team should validate evidence before committing action.
DOC-CUST-0030-00118,CUST-0030,retention_playbook,2026-05-27,synthetic_demo_generator,stable_growth,"Retention playbook for stable_growth: recommended motions include executive check-in, support review, adoption coaching, and a commercially justified renewal incentive."
DOC-CUST-0030-00119,CUST-0030,support_ticket_summary,2026-05-15,synthetic_demo_generator,stable_growth,Support summary for Civic Labs 1029: 1 unresolved tickets remain open. The main theme is stable_growth. Customer sentiment should be monitored before renewal.
DOC-CUST-0030-00120,CUST-0030,contract_note,2026-03-26,synthetic_demo_generator,stable_growth,Contract note for Civic Labs 1029: annual contract value is 45483. Payment delay is 19 days and tenure is 71 months.
DOC-CUST-0031-00121,CUST-0031,pricing_policy_note,2026-04-24,synthetic_demo_generator,usage_decline,Pricing note for Pioneer Partners 1030: contract type is annual with monthly revenue of 8679.75. Discount approval requires evidence of retention risk.
DOC-CUST-0031-00122,CUST-0031,renewal_risk_note,2026-05-07,synthetic_demo_generator,usage_decline,Renewal risk note for Pioneer Partners 1030: account health score is 55.1. Risk theme is usage_decline; the account team should validate evidence before committing action.
DOC-CUST-0031-00123,CUST-0031,product_usage_summary,2026-02-07,synthetic_demo_generator,usage_decline,Product usage summary for Pioneer Partners 1030: usage score is 33.7 and last login was 32 days ago. Adoption trend is linked to renewal health.
DOC-CUST-0031-00124,CUST-0031,onboarding_note,2026-03-17,synthetic_demo_generator,usage_decline,Onboarding note for Pioneer Partners 1030: onboarding completed is True. Low completion can reduce time-to-value and increase churn risk.
DOC-CUST-0032-00125,CUST-0032,customer_success_call_note,2026-05-10,synthetic_demo_generator,stable_growth,"Customer-success call note for Bright Analytics 1031: stakeholder feedback shows NPS 17.0. The team discussed adoption blockers, executive alignment, and renewal confidence."
DOC-CUST-0032-00126,CUST-0032,renewal_risk_note,2026-05-12,synthetic_demo_generator,stable_growth,Renewal risk note for Bright Analytics 1031: account health score is 67.7. Risk theme is stable_growth; the account team should validate evidence before committing action.
DOC-CUST-0032-00127,CUST-0032,product_usage_summary,2026-03-29,synthetic_demo_generator,stable_growth,Product usage summary for Bright Analytics 1031: usage score is 61.1 and last login was 30 days ago. Adoption trend is linked to renewal health.
DOC-CUST-0032-00128,CUST-0032,retention_playbook,2026-05-26,synthetic_demo_generator,stable_growth,"Retention playbook for stable_growth: recommended motions include executive check-in, support review, adoption coaching, and a commercially justified renewal incentive."
DOC-CUST-0033-00129,CUST-0033,pricing_policy_note,2026-03-03,synthetic_demo_generator,support_escalation,Pricing note for Bright Analytics 1032: contract type is annual with monthly revenue of 949.08. Discount approval requires evidence of retention risk.
DOC-CUST-0033-00130,CUST-0033,renewal_risk_note,2026-02-20,synthetic_demo_generator,support_escalation,Renewal risk note for Bright Analytics 1032: account health score is 61.2. Risk theme is support_escalation; the account team should validate evidence before committing action.
